time,intensity,distance
18.181,107,29.17
18.199,108,29.32
18.217,107,29.34
18.237,108,29.27
18.255,108,29.29
18.274,108,29.38
18.292,106,29.34
18.312,106,29.38
18.330,106,28.97
18.349,108,29.07
18.368,106,28.97
18.386,107,29.43
18.405,106,29.14
18.423,106,29.09
18.443,107,29.07
18.461,107,29.10
18.480,105,29.68
18.498,106,29.17
18.518,105,29.63
18.536,105,29.78
18.554,105,29.68
18.574,105,29.32
18.592,105,29.34
18.611,105,29.44
18.629,104,29.80
18.649,104,29.84
18.667,104,29.55
18.685,104,29.89
18.705,104,29.48
18.723,102,29.48
18.742,104,29.58
18.760,103,29.48
18.780,103,29.53
18.798,103,29.68
18.817,102,29.61
18.836,101,30.04
18.854,102,29.68
18.873,102,29.84
18.891,101,29.78
18.911,101,30.24
18.929,101,29.84
18.948,100,29.94
18.967,101,29.92
18.985,99,29.94
19.003,99,30.50
19.020,99,30.50
19.039,99,30.14
19.056,98,30.55
19.074,98,30.31
19.091,99,30.29
19.109,97,30.40
19.127,98,30.45
19.144,97,30.62
19.162,97,30.96
19.180,96,30.60
19.197,97,30.75
19.215,96,30.70
19.233,96,30.74
19.251,96,31.21
19.268,95,31.42
19.286,95,31.37
19.304,94,31.01
19.321,95,31.06
19.339,95,31.21
19.356,95,31.55
19.375,94,31.62
19.392,93,31.65
19.409,94,31.67
19.427,94,31.67
19.445,93,31.71
19.463,93,31.77
19.480,92,31.77
19.499,93,31.81
19.516,92,31.89
19.533,92,31.62
19.551,92,31.57
19.569,93,32.03
19.587,92,32.08
19.604,92,32.27
19.621,91,32.23
19.640,92,31.88
19.657,90,32.32
19.675,91,31.96
19.692,92,32.05
19.710,92,32.49
19.728,89,32.54
19.745,89,32.64
19.763,89,32.28
19.781,91,32.33
19.799,89,32.49
19.816,89,32.84
19.834,90,32.84
19.852,90,32.95
19.869,88,32.67
19.887,89,32.64
19.905,90,32.69
19.922,88,32.76
19.940,89,33.27
19.957,88,33.35
19.976,89,33.41
19.993,87,33.46
20.011,88,33.17
20.028,87,33.61
20.046,87,33.30
20.064,87,33.49
20.081,87,33.86
20.100,86,33.97
20.117,86,33.59
20.134,85,34.05
20.152,85,33.76
20.170,86,34.20
20.188,86,33.92
20.205,85,33.95
20.222,85,34.05
20.241,85,34.15
20.258,85,34.68
20.276,84,34.36
20.293,83,34.46
20.312,82,34.56
20.329,82,35.09
20.346,81,34.75
20.365,82,34.82
20.382,82,34.87
20.400,81,34.94
20.417,80,35.04
20.435,81,35.45
20.453,81,35.50
20.470,80,35.14
20.488,80,35.19
20.506,79,35.19
20.524,79,35.24
20.541,79,35.29
20.558,79,35.29
20.577,79,35.33
20.594,78,35.24
20.612,79,35.39
20.630,77,35.38
20.647,79,35.39
20.665,78,35.45
20.682,78,35.45
20.701,77,35.46
20.718,77,35.51
20.736,78,35.51
20.753,77,35.50
20.771,77,35.53
20.789,79,35.55
20.806,77,35.56
20.824,78,35.56
20.842,78,35.55
20.859,77,35.45
20.877,79,35.56
20.894,78,35.56
20.913,79,35.56
20.930,78,35.56
20.947,78,35.60
20.966,79,35.58
20.983,78,35.62
21.001,78,35.60
21.018,78,35.60
21.037,77,35.62
21.054,78,35.62
21.071,79,35.65
21.089,77,35.29
21.107,79,35.70
21.125,78,35.26
21.142,76,35.75
21.159,78,35.39
21.178,77,35.45
21.195,75,35.48
21.213,78,35.50
21.231,77,35.53
21.249,77,35.58
21.266,75,35.60
21.283,75,35.65
21.302,76,35.68
21.319,76,35.73
21.337,75,35.75
21.354,77,36.19
21.372,75,36.26
21.390,75,36.14
21.407,75,36.28
21.425,74,36.31
21.443,75,35.94
21.460,74,35.96
21.478,76,36.02
21.496,75,36.04
21.514,75,36.09
21.531,75,36.14
21.549,73,36.14
21.567,74,36.19
21.584,73,36.24
21.602,75,36.28
21.619,75,36.30
21.638,75,36.35
21.655,72,36.30
21.672,73,36.04
21.690,74,36.47
21.708,73,36.50
21.726,75,36.06
21.743,73,36.57
21.762,73,36.24
21.779,72,36.65
21.796,73,36.72
21.814,73,36.74
21.832,72,36.81
21.850,71,36.84
21.867,71,36.91
